,Instace name,RaisSBC's Obj.Value,RaisSBC's t(s)
0,./PDPT/PDPT-R5-K2-T1-Q100-9.txt,556.2148644351042,11.928333044052124
1,./PDPT/PDPT-R5-K3-T3-Q100-6.txt,397.5036411166888,39.04730582237244
2,./PDPT/PDPT-R5-K2-T1-Q100-0.txt,512.7914287362778,7.96682596206665
3,./PDPT/PDPT-R7-K2-T1-Q100-8.txt,546.6471514166604,106.46183395385742
4,./PDPT/PDPT-R7-K2-T1-Q100-9.txt,565.6596089269052,3600.057996034622
5,./PDPT/PDPT-R5-K3-T3-Q100-7.txt,436.6898127481707,75.90898513793945
6,./PDPT/PDPT-R5-K2-T1-Q100-8.txt,341.6068115919266,10.386393070220947
7,./PDPT/PDPT-R5-K2-T2-Q100-0.txt,428.4139330478101,50.01272010803223
8,./PDPT/PDPT-R7-K2-T1-Q100-7.txt,596.9328224729832,3600.0843892097473
9,./PDPT/PDPT-R7-K3-T3-Q100-0.txt,560.102044092444,3600.0635299682617
10,./PDPT/PDPT-R5-K2-T1-Q100-5.txt,315.74946503016855,2.7414660453796387
11,./PDPT/PDPT-R7-K3-T3-Q100-2.txt,559.7297679231712,3600.09534907341
12,./PDPT/PDPT-R7-K2-T1-Q100-5.txt,458.50315740605726,3600.0409638881683
13,./PDPT/PDPT-R7-K3-T3-Q100-5.txt,508.84239899202663,1002.6982879638672
14,./PDPT/PDPT-R5-K2-T2-Q100-2.txt,346.88542276452665,5.911427021026611
15,./PDPT/PDPT-R5-K2-T2-Q100-1.txt,376.5748305916906,34.51255798339844
16,./PDPT/PDPT-R7-K2-T1-Q100-3.txt,483.451741257441,3600.0474932193756
17,./PDPT/PDPT-R7-K3-T3-Q100-4.txt,586.1756755395551,2053.3415808677673
18,./PDPT/PDPT-R5-K2-T2-Q100-7.txt,365.1093043394872,10.643186092376709
19,./PDPT/PDPT-R5-K2-T1-Q100-4.txt,389.4566648986799,0.9627540111541748
20,./PDPT/PDPT-R5-K3-T3-Q100-8.txt,505.977817190963,456.7916040420532
21,./PDPT/PDPT-R5-K3-T3-Q100-9.txt,402.1089662115519,19.278856992721558
22,./PDPT/PDPT-R5-K2-T1-Q100-6.txt,405.5462762896907,25.44501304626465
23,./PDPT/PDPT-R5-K3-T3-Q100-4.txt,370.56767661956496,5.13512396812439
24,./PDPT/PDPT-R5-K2-T2-Q100-9.txt,399.7962096677813,5.806864976882935
25,./PDPT/PDPT-R5-K2-T1-Q100-1.txt,484.06145207019125,44.217061042785645
26,./PDPT/PDPT-R7-K2-T1-Q100-2.txt,579.8308625880517,863.8802759647369
27,./PDPT/PDPT-R5-K2-T2-Q100-6.txt,334.881028871829,24.65446901321411
28,./PDPT/PDPT-R7-K3-T3-Q100-3.txt,535.1865946755378,3600.0492601394653
29,./PDPT/PDPT-R5-K2-T2-Q100-8.txt,479.8294474420633,17.97296118736267
30,./PDPT/PDPT-R7-K2-T1-Q100-1.txt,629.9558408951078,300.874675989151
31,./PDPT/PDPT-R5-K2-T2-Q100-5.txt,556.5712500780229,293.08882308006287
32,./PDPT/PDPT-R7-K3-T3-Q100-7.txt,722.6381963079068,3600.0529029369354
33,./PDPT/PDPT-R5-K3-T3-Q100-1.txt,430.4634960717503,1.032080888748169
34,./PDPT/PDPT-R5-K2-T1-Q100-7.txt,403.9259579503839,12.597778081893921
35,./PDPT/PDPT-R7-K2-T1-Q100-0.txt,403.04715225582197,112.80936694145203
36,./PDPT/PDPT-R7-K2-T1-Q100-4.txt,451.7230566066056,96.69755005836487
37,./PDPT/PDPT-R7-K2-T1-Q100-6.txt,536.8171496904489,40.22290110588074
38,./PDPT/PDPT-R7-K3-T3-Q100-9.txt,510.66774986367165,363.7453348636627
39,./PDPT/PDPT-R5-K2-T1-Q100-3.txt,515.7926836508898,247.6136908531189
40,./PDPT/PDPT-R7-K3-T3-Q100-6.txt,515.2019654168614,3600.0848519802094
41,./PDPT/PDPT-R5-K2-T1-Q100-2.txt,499.24071832265514,18.89868998527527
42,./PDPT/PDPT-R5-K3-T3-Q100-5.txt,415.3207069712042,46.799954891204834
43,./PDPT/PDPT-R7-K3-T3-Q100-1.txt,580.063216706053,160.62344002723694
44,./PDPT/PDPT-R5-K2-T2-Q100-4.txt,331.55800453949047,1.5932650566101074
45,./PDPT/PDPT-R5-K3-T3-Q100-0.txt,352.8422236436095,18.719079971313477
46,./PDPT/PDPT-R5-K2-T2-Q100-3.txt,535.7806733633566,24.77654504776001
47,./PDPT/PDPT-R7-K3-T3-Q100-8.txt,543.1322718725717,3600.0698521137238
48,./PDPT/PDPT-R5-K3-T3-Q100-2.txt,505.85167930167773,683.3952760696411
49,./PDPT/PDPT-R5-K3-T3-Q100-3.txt,396.7850122009056,38.3155198097229
